pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
40365721,,Deep Brain Stimulation in Parkinson's Disease Patients Over 75 Years of Age: A Single-Institution Retrospective Analysis.,CNS Neurosci Ther,2025,31,5,e70397,10.1111/cns.70397,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40365721,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38286119,,Brain Shift during Staged Deep Brain Stimulation for Movement Disorders.,Stereotact Funct Neurosurg,2024,102,2,83-92,10.1159/000535197,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38286119,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38934196,,Surgical Complications in Subthalamic Nucleus Deep Brain Stimulation for Parkinson's Disease: Experience in 800 Patients.,Stereotact Funct Neurosurg,2024,102,5,275-283,10.1159/000539483,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38934196,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39302783,,Closed-Loop Deep Brain Stimulation With Reinforcement Learning and Neural Simulation.,IEEE Trans Neural Syst Rehabil Eng,2024,32,,3615-3624,10.1109/TNSRE.2024.3465243,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39302783,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38015368,,Cost Effectiveness of Deep Brain Stimulation for Parkinson's Disease: A Systematic Review.,Appl Health Econ Health Policy,2024,22,2,181-192,10.1007/s40258-023-00848-y,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38015368,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39722165,,Altered Cognitive Networks Connectivity in Parkinson's Disease During the Microlesion Period After Deep Brain Stimulation.,CNS Neurosci Ther,2024,30,12,e70184,10.1111/cns.70184,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39722165,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40202094,,Noninvasive Temporal Interference Stimulation of the Subthalamic Nucleus in Parkinson's Disease Reduces Beta Activity.,Mov Disord,2025,40,6,1051-1060,10.1002/mds.30134,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40202094,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39007445,,Pilot Study of Acute Behavioral Effects of Pallidal Burst Stimulation in Parkinson's Disease.,Mov Disord,2024,39,10,1873-1877,10.1002/mds.29928,,,,,2024-10-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39007445,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38608373,,Dissecting deep brain stimulation evoked neural activity in the basal ganglia.,Neurotherapeutics,2024,21,3,e00356,10.1016/j.neurot.2024.e00356,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38608373,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38870732,,Unraveling sex differences in Parkinson's disease through explainable machine learning.,J Neurol Sci,2024,462,,123091,10.1016/j.jns.2024.123091,,,,,2024-07-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38870732,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40749017,,"Deep brain stimulation surgical timing, outcomes, and prognostic factors in patients with Parkinson's disease: A Chinese retrospective multicenter cohort study.",PLoS Med,2025,22,8,e1004670,10.1371/journal.pmed.1004670,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40749017,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39755176,,Drug repositioning for Parkinson's disease: An emphasis on artificial intelligence approaches.,Ageing Res Rev,2025,104,,102651,10.1016/j.arr.2024.102651,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39755176,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38604582,,The STRAT-PARK cohort: A personalized initiative to stratify Parkinson's disease.,Prog Neurobiol,2024,236,,102603,10.1016/j.pneurobio.2024.102603,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38604582,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38335523,,Electrode position and cognitive outcome following deep brain stimulation surgery.,J Neurosurg,2024,141,1,230-240,10.3171/2023.11.JNS232164,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38335523,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39613480,,Digital Outcomes as Biomarkers of Disease Progression in Early Parkinson's Disease: A Systematic Review.,Mov Disord,2025,40,2,184-203,10.1002/mds.30056,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39613480,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38801752,,"Parkinson's Disease: Coping Strategies, Cognitive Restructuring and Deep Brain Stimulation.",J Geriatr Psychiatry Neurol,2024,37,6,448-460,10.1177/08919887241248831,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38801752,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39842912,,Digital health technologies and self-efficacy in Parkinson's: a scoping review.,BMJ Open,2025,15,1,e088616,10.1136/bmjopen-2024-088616,,,,,2025-01-21T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39842912,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39513712,,Electrode Location and Domain-Specific Cognitive Change Following Subthalamic Nucleus Deep Brain Stimulation for Parkinson's Disease.,Neurosurgery,2024,97,1,148-156,10.1227/neu.0000000000003271,,,,,2024-11-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39513712,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39666104,,Effectiveness of robot-assisted training in adults with Parkinson's disease: a systematic review and meta-analysis.,J Neurol,2024,272,1,22,10.1007/s00415-024-12798-z,,,,,2024-12-12T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39666104,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38086346,,Perspectives of Implementation of Closed-Loop Deep Brain Stimulation: From Neurological to Psychiatric Disorders.,Stereotact Funct Neurosurg,2024,102,1,40-54,10.1159/000535114,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38086346,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38653485,,Fundamentals of deep brain stimulation for Parkinson's disease in clinical practice: part 1.,Arq Neuropsiquiatr,2024,82,4,1-9,10.1055/s-0044-1786026,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38653485,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38894532,,Individualized Structural Perturbations on Normative Brain Connectome Restrict Deep Brain Stimulation Outcomes in Parkinson's Disease.,Mov Disord,2024,39,8,1352-1363,10.1002/mds.29874,,,,,2024-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38894532,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39578305,,Risk factors for delirium occurring after deep brain stimulation surgery in patients with Parkinson's disease.,Acta Neurochir (Wien),2024,166,1,474,10.1007/s00701-024-06330-5,,,,,2024-11-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39578305,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38991885,,Empowering the management of early-onset Parkinson's disease: The role of technology.,Parkinsonism Relat Disord,2024,129,,107052,10.1016/j.parkreldis.2024.107052,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38991885,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39726415,,Bilateral Lesions in Parkinson's Disease: Gaps and Controversies.,Mov Disord,2025,40,2,231-240,10.1002/mds.30090,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39726415,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39001725,,How Long Does Deep Brain Stimulation Give Patients Benefit?,Neuromodulation,2025,28,3,472-483,10.1016/j.neurom.2024.05.007,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39001725,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39283500,,The effect of subthalamic nucleus deep brain stimulation on speech performance: a prospective clinical and tractography study.,Acta Neurochir (Wien),2024,166,1,369,10.1007/s00701-024-06257-x,,,,,2024-09-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39283500,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39392604,,Self-Management Systems for Patients and Clinicians in Parkinson's Disease Care: A Scoping Review.,J Parkinsons Dis,2024,14,7,1387-1404,10.3233/JPD-240137,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39392604,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
37415081,,"Closing the loop in psychiatric deep brain stimulation: physiology, psychometrics, and plasticity.",Neuropsychopharmacology,2024,49,1,138-149,10.1038/s41386-023-01643-y,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37415081,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39957202,,Atrophy-related corticospinal changes in advanced Parkinson's disease are associated with the genetic etiology of the disease.,J Parkinsons Dis,2024,14,8,1584-1593,10.3233/JPD-240267,,,,,2024-11-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39957202,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38836819,,Treatment of Parkinson's disease by deep brain stimulation: a bibliometric analysis.,Sao Paulo Med J,2024,142,5,e2023187,10.1590/1516-3180.2023.0187.R1.04032024,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38836819,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38843788,,Deep brain stimulation pulse sequences to optimally modulate frequency-specific neural activity.,J Neural Eng,2024,21,3,,10.1088/1741-2552/ad54f0,,,,,2024-06-19T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38843788,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38232609,,"Deep brain stimulation for movement disorders treatment in Africa: The current status, outcomes, and challenges.",Clin Neurol Neurosurg,2024,236,,108113,10.1016/j.clineuro.2023.108113,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38232609,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
